Player_id,Short_name,Player_position,Nationality_id,Club_team_id,Overall
225910,M. López Quintana,CB,58,111329,67
76178,A. Milani,"LB, LM",61,2038,61
278437,M. Ríos,CM,52,111711,55
209320,N. Saint-Ruf,CB,18,1823,65
79284,L. Bonis,ST,35,1924,60
269246,M. Eerdhuijzen,CB,34,1903,73
75222,Allan Paulista,ST,54,113301,61
279000,Y. Akçiçek,CB,48,605,65
247518,T. Bradbury,"LB, CB, LM",14,112222,62
279007,D. Tanton,"RB, RM",56,1924,59
277238,T. Nyhammer,"RW, CAM, CM, RM",36,1463,61
277498,J. Assoumou,"ST, RM",108,294,63
79114,C. Warren,"RM, ST, RW",14,4,57
71204,Lee Jun Gyu,"CM, LM, CAM",167,980,59
253476,D. Tangri,"CDM, CM",159,113146,58
77608,A. Cabellos,"LB, LM",52,111013,59
255275,M. Iloski,ST,95,112134,64
276017,A. Julloux,"RB, RM",18,1823,61
78660,Z. Fdaouch,"LM, LW",18,1823,61
75097,Jesús Díaz,"RM, CAM, LM, RW",56,110749,64
275297,L. Morrison,CB,42,15,68
74338,B. Kirkman,"LB, CB",14,1934,57
278119,I. Sané,ST,136,68,63
72556,S. Kóša,CB,43,244,65
74876,D. Denoon,CB,47,110738,62
79231,L. Umpiérrez,"RW, RM",60,101110,64
76417,Samu Cortés,"RW, RM, LW",45,110832,61
278919,R. Donovan,"RM, CAM, RW",14,1925,61
222346,Shi Ke,CB,155,111724,65
80275,L. Maksutaj,CM,219,1713,52
257683,Xu Yue,CM,155,111769,57
258453,B. Babati,"RM, RW, LM",23,114546,62
253350,L. Realpe,CB,57,112809,68
255400,A. Tanghe,CB,7,15005,67
214698,L. Casanova,CB,55,112531,66
252074,A. Rogel,CB,60,166,70
264121,A. Tsoungui,"CB, CDM",7,10020,64
261062,Lee Han Beom,CB,167,1516,69
277703,M. Egbring,"RB, RM",34,1913,61
74444,W. Debbiche,"CDM, CM",145,115494,57
73165,A. Bäuerle,"LM, LB, LW",21,10030,59
77008,M. Ramírez,CM,52,115472,60
74969,R. Al Ghamdi,"CAM, CM",183,112139,53
75747,Diego Aguado,"CB, LB",45,243,59
72169,Xabi Huarte,"CAM, CM",45,112516,65
277225,Jon Martín,CB,45,457,68
70136,A. Bravo,"CB, LB",52,110953,62
264451,E. Vergani,ST,27,111657,61
79375,A. Prenqi,"ST, LW",219,2015,60
277034,I. Orlikowski,CB,37,110749,65
270137,C. Donovan,"ST, CAM",95,112134,60
74043,F. Harchaoui,"CDM, CM",21,31,60
76869,E. Kaboré,ST,108,708,62
78159,Ekaitz Redondo,ST,45,467,60
264033,N. Sow,"CB, CDM, CM",18,110770,64
72301,M. Scholze,"RB, RM",21,110176,62
278392,David López,CB,45,453,68
79243,Y. Rahmouni,"CM, CDM",34,100632,57
76686,V. Polydefkis,CB,22,301,61
258708,B. Balogh,CB,23,101032,70
277167,Y. Njoh,"LW, RW, LM",18,1443,63
242359,Jorge Fernandes,CB,38,112390,73
263884,S. Al Mousa,CB,183,607,65
267995,J. Ragen,CB,95,111144,71
77539,E. Montet,"CDM, CM",18,1814,61
81380,P. Ba,"RM, CAM, RW",136,110062,61
263152,A. Hawsawi,"RB, RM",183,115892,61
256252,Park Chan Yong,CB,167,2055,68
228101,G. Cotugno,"CB, RB",60,112615,69
273926,N. Butler-Oyedeji,"ST, CAM, LM",14,1862,59
262156,H. Tebily,ST,18,111659,59
72465,O. Ontivero,"LB, LM",52,110395,62
239126,M. Al Baqawi,"RB, CB, RM",183,113057,62
228419,M. Andersen,CB,13,1923,71
81482,N. Alfaro,CM,195,111400,54
73044,Ulisses Wilson,CB,54,1891,69
255854,Pacheco,CB,45,463,74
76413,K. Simojoki,"LB, RB, CB, LM",17,100325,60
81534,K. Bendra,"RB, RM",44,209,59
262283,A. Rodríguez,"CAM, RM, LM, CM",52,110395,61
80526,Y. Holder,"RM, LM, RW",34,1915,59
79251,Y. Geiger,"CM, RM, LB",46,433,58
273814,Choi Sung Bum,"RM, RW, LW",167,112555,60
74911,V. Acuña,"CAM, CM, CDM",52,110396,59
213414,W. Troost-Ekong,CB,133,131735,71
277938,A. N'Gatta,"RB, RM",18,1805,60
71861,M. Ndiaye,ST,136,131491,63
275645,N. Caliskan,"CM, CDM, RB",21,111065,55
266196,Park Seong Hun,CB,167,982,60
229851,A. Al Bulayhi,CB,183,605,70
251359,P. Krawczyk,ST,37,1569,62
277749,A. Burak,"CB, CDM, LB",48,101020,60
257277,Z. Robinson,ST,14,83,60
272385,O. Jones,CB,195,1786,58
271116,B. Baker,"RM, LM, RW",14,97,59
274188,Depú,ST,98,111088,64
80917,Isaque,"CAM, CM",54,101059,65
73768,S. Gyamfi,ST,117,698,60
264305,J. Carragher,"RB, CB",32,1917,63
254838,J. Davison,ST,14,15048,59
262268,Guilherme Soares,"CB, RB, RM",38,110078,66
75400,A. Parra,"RM, RW",58,111006,60
223880,P. Lemonnier,CB,18,111273,68
269197,Mantilla,"RB, CB",45,456,66
241812,L. Kramer,CB,34,310,67
241828,L. Offord,CB,14,1798,63
238508,U. Fredriksen,"CB, RB",36,2041,66
73390,Arriola,"LM, CAM, CM, LW",45,110069,57
79281,D. Guagua,"CAM, CM",57,112908,59
261053,Lee Dong Hee,CB,167,1474,66
256730,D. Thiam,"CB, RB",18,111376,63
220893,C. Baker-Richardson,ST,14,112254,61
262141,A. Calut,"LB, LM",7,232,60
212225,E. Roco,CB,55,111117,68
251416,R. Slevin,CB,25,1571,62
268067,C. Ravych,"CB, RB, LB",7,1750,70
78374,D. Polak,"CM, CDM",37,110747,55
278600,J. Wilson,ST,42,80,63
72034,M. Caprini,"LM, LW",27,111433,61
255333,M. Pérez,"CB, CDM, CM",52,112716,68
278121,S. Aljofree,CB,14,1937,59
264554,N. Siri,ST,60,113926,62
76660,E. Pihlström,"LW, LM",46,10032,62
73083,A. Drouhin,CB,18,115494,67
269949,C. Finney,"LB, CM, LM",14,121,56
77972,A. Maidana,"LB, LM",58,111329,58
235184,D. Ríos,ST,83,101112,65
74164,C. Cummins,CM,25,143,53
72634,B. Pauwels,"RW, RM",7,100888,61
262869,Guilherme Ramos,CB,38,28,68
258776,C. Barker,CB,14,110890,62
79065,R. Milea,"CAM, LM, RM, CM",39,114545,59
211166,J. Whatmough,CB,14,1939,69
274665,S. Mohammed,"LM, CAM, LW",117,112606,59
254961,W. Saucedo,"RB, CB, RM",53,131795,65
198904,G. Hanley,CB,42,81,70
215565,M. Miazga,CB,95,113149,72
77070,Esquerdinha,"LB, LM",54,15,58
273692,K. Balmer,"CB, RB, RM",35,83,62
79644,A. Gheorghe,"RM, CM, RW",39,114545,55
233785,R. Bormuth,CB,21,523,68
253760,D. Power,"RB, RM",25,1936,60
75330,T. Finn,"CAM, LM, CM",14,1929,54
233292,M. Barbieri,CB,52,115472,69
242533,J. Cascante,CB,72,114161,67
214639,Postigo,CB,45,110069,66
278896,R. Oné,ST,42,1794,61
207491,R. Gaffney,"ST, CAM",25,306,59
271496,K. Barslund,"CB, CDM, LB",13,111705,62
80799,K. Baruti,"LW, LM",18,10020,59
77738,C. Ashia,"CAM, LM, ST, CM",14,1939,56
272813,J. Reid,"LB, CB, LM",95,113018,58
73136,L. Robinson,"CDM, CM, CB",21,29,64
80562,S. Dusinszki,"CAM, CM",23,114546,60
276406,O. Yılmaz,"CDM, CM",48,111339,58
225740,Dong Yanfeng,"CB, RB, RM",155,116360,58
254683,Edmilson Correia,"LM, ST, LW",119,113301,59
258529,V. Daley-Campbell,"RB, RM",14,1924,57
257800,S. Jebari,"CAM, ST, CM",45,114546,59
272655,A. Fesshaie,"ST, RW",46,433,59
80669,Orobengoa,"ST, LM, LW",45,110711,61
277026,J. Gonstad,"ST, RW",36,1756,60
270888,G. Jean,CB,18,347,68
254003,Arambarri,CB,45,467,68
274494,F. Al Abdulrazzaq,"RB, LB, RM",183,115892,60
81474,M. Aziz,ST,117,2017,60
78659,C. Touré,ST,136,1823,62
79945,N. Mešić,CM,21,780,54
79706,D. Bataoulas,CB,22,393,62
80218,C. Lenz,"CDM, CM",21,160,60
81262,A. Coubiș,CB,39,1837,66
238197,S. Bone,"CB, RB, CDM, RM",14,834,59
256892,C. Widell,CB,46,1971,68
236670,N. Zalazar,CB,52,110953,67
279682,Arnu,ST,45,462,62
74886,Q. Paris,"LW, ST, LM",18,115494,61
275080,K. Bilalović,"LW, RW, LM",46,77,59
74635,F. Okoronkwo,ST,14,149,60
78998,N. Eliseche,"CDM, CM",58,112716,58
237470,D. Casey,CB,25,1933,67
263329,T. Nixon,"RB, LB, RM",14,142,60
80291,T. Gueye,"CAM, CM",136,531,57
72107,Koke,"RB, RM",45,462,62
232642,T. Olusanya,"ST, RW, RM",14,142,62
76228,A. Ceesay,ST,116,110329,65
261333,J. Rafanello,"CAM, CM",95,112134,60
80346,N. Maboulou,ST,107,171,61
71141,P. Hickey,"ST, CDM, CM, CAM",95,1571,58
72939,J. Thomas,"RB, RM",50,112254,57
276220,K. Szűcs,"CB, RB, RM",23,1929,67
204816,M. Koch,CB,34,112199,67
250896,Kim Min Duk,"CB, RB",167,980,65
77352,D. Meza,"ST, CAM, LW",61,114611,64
274998,J. Shore,"CM, CDM, CB",95,112828,56
78657,M. Dellinger,ST,21,583,64
277316,M. Al Alaeli,"LB, LM",183,112393,58
79944,C. Scholl,"CM, CDM",21,780,54
228681,F. Sierralta,"CB, CDM, CM",55,57,70
247889,Y. Dukuly,"LM, RM, LW",195,111393,59
278354,G. Bonfanti,CB,27,110738,67
79957,M. Øxenberg,"CDM, CM",13,270,56
275544,M. Al Shuwayrikh,CB,183,111674,64
74589,I. Traoré,"LM, LW",18,294,59
71277,Arguibide,"RM, RB, RW",45,479,59
243568,S. Eze,"CB, CM, CDM",133,114168,69
264561,J. Norris,"LB, LM",14,834,60
274841,D. McGuire,ST,95,112606,68
79778,D. Falkner,CM,4,15040,55
80292,Yarlen,"RM, LM, RW",54,112516,63
77762,I. Moro,"CDM, CM",117,321,56
239813,J. Kiilerich,CB,13,15005,67
245710,A. Mocsi,CB,23,101037,68
279766,J. McGregor,"RB, RM",14,1934,58
71908,S. Sosa,"CDM, CM",52,111710,60
278758,Jastin,"LM, CAM, LW",38,114554,63
71420,M. Alsalkhadi,"RW, ST, LW, RM",46,112126,63
79625,E. Derouin,"LB, LM",18,110321,58
252181,Huang Jiahui,"CDM, CB, CM",155,111774,60
79135,F. Gedik,"LW, RW, LM",48,101032,61
277285,S. Nioule,"LM, RM, LW",108,711,63
77362,Y. Rafii,ST,18,1816,60
70712,A. Módica,ST,27,110580,64
261442,M. Sosa,"LM, RM, LW",52,111710,61
182096,Zheng Long,"RM, LM, CAM, RW",155,131173,54
80231,Y. Wagner,"LM, ST, LW",21,111235,59
240244,Pedro Pacheco,CB,38,1438,67
74615,A. De Lima,"CAM, ST, LM, CM",195,111396,55
236924,Bruno Wilson,CB,38,111928,69
239998,P. Hristov,CB,9,110741,70
269960,D. Poreba,"CM, CAM",95,693,55
247689,Lee Ji Sol,CB,167,112558,64
80019,Kauan Gomes,"RB, RM",54,717,60
274069,B. Hughes,"CB, RB, RM",14,112259,59
279461,J. Foothead,ST,195,114023,61
278955,M. Fry,"RW, RM",95,691,57
72371,M. Kücüksahin,"CDM, CM",48,100409,60
271317,Rafael Fernandes,CB,38,65,63
263901,E. Turns,CB,50,143,64
227550,D. Viera,CB,58,111008,76
245215,S. Pino,ST,55,112531,67
75754,O. Pietuszewski,"LM, RM, LW",37,110745,64
198642,D. Ulvestad,CB,36,113459,66
76792,P. Seidel,"CM, RB, CDM",21,506,56
70906,W. Osawe,"CDM, CM",21,171,61
72192,L. Remmem,CM,36,919,56
80651,T. Devernois,CM,18,57,58
243738,M. Karbstein,CB,21,110532,64
76579,D. Reverson,"ST, CAM, CM",34,894,60
224556,Rao Weihui,"LB, CB, LM",155,114628,57
76865,M. Tamminen,"RM, RB",17,1870,63
254810,R. MacIver,"ST, RW",42,79,58
76903,G. Lucero,"LB, LM",52,111713,58
271475,N. Bertola,CB,27,55,68
78707,J. Nagy,"RB, CDM, RM",39,114546,60
242562,J. van der Werff,CB,47,110751,65
268936,M. Piacentini,CB,27,110915,64
79759,G. Niarchos,ST,22,1569,62
71832,H. Al Hammami,"RM, RW",183,111674,60
266655,T. De Nipoti,"CAM, RW, CM",27,100852,59
263077,L. Breunig,CB,21,110500,66
225714,F. Anselmo,ST,52,111713,64
263648,J. Leake,"LB, CB, LM",14,1920,58
71907,B. Sagües Barreiro,ST,54,101083,61
71919,M. Noonan,"ST, CAM, CM",25,306,60
76785,T. Kummer,CB,52,111707,63
247557,F. Charrupí,"CAM, CM",56,112992,65
275212,G. Vivi,"LW, LM",72,697,59
79125,J. Hegedűs,CB,23,114546,62
79900,M. Henry,"RM, CM, RW",70,111651,57
78878,D. Gueye,ST,136,1739,66
257054,R. Bulić,"CB, CDM, CM",21,1825,65
279845,V. Fascendini,CB,52,111716,66
255536,N. Geyrhofer,CB,4,209,68
256314,G. Ott,"LM, LW",18,62,63
70462,H. Güreler,CB,48,101014,64
246079,J. Redmond,CB,25,423,64
277574,H. Mohammed,"RM, CAM, RW",190,111701,56
73296,N. Obaretin,CB,27,1746,66
272736,B. Wales,"ST, LM, CAM, LW",42,1960,63
253809,E. Gularte,"CB, RB, RM",60,101110,72
278643,D. Patton,"CDM, CM",25,563,55
278925,A. Higgins,"LW, ST, LM",14,143,57
272538,F. Hetzsch,"RM, RW",21,506,56
72365,B. Bröger,"CAM, CM",21,10030,64
73138,R. Tonin,ST,27,200,63
75197,A. Tajaouart,CM,129,229,54
75709,B. Oviedo,"CB, RB",52,110404,63
279010,N. Courtens,"CAM, ST",110,1913,58
244204,N. Katić,CB,8,34,69
261872,N. Al Saadi,"RM, RW, CM",183,111674,61
263923,D. Gutiérrez,"CB, LB",55,110980,67
238579,Ha Seung Un,"LW, ST, CAM, LM",167,112258,57
72698,E. Antoniou,CB,11,100135,65
71478,Rodrigo Duarte,"RW, LW, RM",38,1887,61
79929,A. Zaouai,"CAM, CM",108,58,56
275006,M. Faal,ST,116,1928,62
80705,Juan Sánchez,"LM, LW",45,15012,60
244040,P. Schmidt,ST,21,523,63
196953,T. Nsiala,CB,110,127,63
80490,J. Rijssel,"RM, LM, RW",92,1913,58
222349,Ruan Yang,"RM, RW",155,111774,56
79000,L. Sadriu,"CB, LB, LM",219,100759,64
279717,A. Aleesami,CB,36,131491,63
76966,K. Soteriou,CB,11,111083,68
173734,J. Wilson,CB,50,1936,64
81324,Gustavo Mancha,CB,54,280,66
278987,K. Grant,"CB, RB, RM",14,97,62
242638,D. Kelly,"RM, LM, RW",25,834,59
218576,W. Aimson,CB,14,1917,65
203487,J. Lascelles,CB,14,13,73
271075,N. Adjei,CB,117,217,67
74997,M. Awad Alla,"ST, RM, LM",190,111091,61
271605,J. Knollmüller,"ST, LW, RW",4,110720,58
75514,R. Doherty,CM,14,361,53
229901,H. Souttar,CB,195,95,73
78877,O. Sidibé,"RM, RW",18,1823,62
74782,F. Minerva,"LM, LW",52,112689,59
271669,Juan Larios,"LB, LM",45,15012,59
79687,J. Wynder,CB,95,234,66
75855,S. Roguski,"CAM, CM",36,112199,55
229200,F. Le Joncour,CB,18,580,69
77393,M. Jensen,CM,13,269,55
263775,Y. Salech,ST,13,1961,66
244324,O. Schindler,"CM, CAM, CDM",23,110678,55
81260,V. Johansson,"CAM, CM",46,321,56
219768,J. Vojtuš,"ST, LW, LM, CAM",43,110075,61
258172,Mateo Mejía,"RW, ST, RM",56,10846,61
78229,O. Aluko,"LB, RB, LM",14,95,58
276394,A. Sağat,ST,48,101032,63
264365,I. Vázquez,CB,52,112689,72
73658,F. Deli,"CDM, CM",195,114604,56
272322,N. Sahsah,"LW, LM",13,298,60
248281,D. Borrero,"LM, CAM, RM, LW",56,101099,64
194785,T. Flanagan,CB,35,1935,63
73699,Jin Yonghao,"LM, RM, LW",155,131173,55
229126,J. Clarke,CB,14,112254,60
75528,J. Faberski,"RM, RW",37,1914,60
271143,K. Hiebert,"CB, LB, RB, LM",70,113018,67
71471,Behram Abduweli,"ST, RM, LM",155,131487,59
230708,J. Worrall,CB,14,1796,73
270140,K. Montgomery,"RB, CDM, RM",42,3,58
264000,F. Bayır,CB,48,101026,65
277318,M. Abdulrahman,"RB, RM",183,112387,61
223818,João Afonso,CB,38,112516,69
276052,H. Blank,"CB, LB, LM",21,485,64
228997,C. Goode,CB,14,361,65
263304,E. Fernandez,CB,14,86,64
70322,V. Cespedes,"LM, RM, LW",58,111329,58
255416,D. González,CB,55,110975,69
74689,A. Al Hussain,"CM, CAM",183,113057,54
79300,L. Jovanović,"RM, LM, RW",51,36,64
241864,J. Olowu,CB,14,1931,65
264649,E. Džogović,"RB, CB, RM",31,110588,60
75478,L. Băsceanu,"CAM, LW, LM, CM",39,308,62
275170,A. Børset,CB,36,113459,59
263411,J. Mullins,"CAM, CM, CDM",25,1933,61
80380,B. Mlačić,CB,10,263,61
270846,A. Amenda,CB,47,1824,71
80641,I. Sabra,ST,164,101026,61
71181,M. Doumbia,"ST, CAM, CM",126,1795,64
73238,J. Mitchell,"CB, RB",72,209,66
70941,Y. Hamdaoui,"CM, RM",129,230,55
278301,P. Candelari,CM,27,110741,57
240926,N. Phillips,CB,14,109,70
275283,S. Jansson,"CDM, CM",46,711,59
241252,Tang Xin,"RB, LB, RM",155,116360,60
277624,M. Borchers,ST,13,111239,62
72833,M. Baldi,"RB, CB, RM",27,112124,61
216193,B. Vriends,CB,34,111393,67
256130,F. Abdi,"LB, LM",183,131798,61
209547,S. Mitrović,CB,51,674,70
276375,A. Ljungberg,"LM, LW",46,113458,62
243102,Wang Xianjun,CB,155,111774,58
71590,J. Symalla,"RW, RM",37,1825,62
277421,Marco Esteban,"CB, RB",45,110827,63
248237,He Yupeng,"RB, LB, RM",155,111768,60
78769,B. Oggad,"LW, LM",18,1739,60
266176,O. Wallin,CB,46,1938,64
228290,J. Laporte,CB,18,70,73
79053,K. Doumtsios,ST,22,110078,61
276429,R. Velasco,"RM, LM, CAM, RW",21,110645,62
258515,M. Odubeko,ST,25,834,61
276960,B. Ceballos,CB,56,691,68
258532,C. Carty,ST,25,423,58
79342,C. Osmand,ST,50,78,62
221167,C. Dummigan,"RB, CDM, CM, CB",35,445,58
76788,L. Álvarez,"LB, LM",52,111713,62
278261,O. Touré,CB,18,65,65
76791,L. Acosta,"CAM, CM",52,111713,58
80126,M. El Âdfaoui,"CDM, CM",7,674,58
77056,N. Čelik,CB,8,64,64
76034,B. Nguene,"ST, LW",103,72,60
230677,F. Horsfall,CB,14,1926,67
233780,A. Maldonado,CB,52,111022,70
275001,R. Torales,ST,58,111329,65
71487,S. Nair,CB,97,62,68
248133,C. Haydar,CB,56,101100,69
75081,E. Kakou,"CB, RB, RM",108,1750,62
264802,O. Gallagher,"CDM, CM",25,149,55
264300,E. Helgeland,"LB, LM",36,1463,58
263293,F. Pollock,"CAM, ST, CM",42,80,59
70013,P. Yıldırım,ST,48,741,62
74628,S. Haarala,"RM, RW",17,113892,62
73356,L. Nieuwenhuijs,"LM, RM, LW",34,1910,59
74646,B. Joseph,"CM, CDM",80,110770,56
214682,J. Wright,"CB, RB",50,1804,65
73121,B. Matić,"RB, RM",51,111822,63
245153,N. Wood,CB,14,17,68
78757,H. Voyer,CB,18,1739,67
79525,A. Svanbäck,ST,17,711,62
79789,S. Duflos,"RB, RM",18,111376,59
80560,E. Elekwa,ST,21,1826,60
278239,J. Morgan,"ST, CAM, CM",14,1938,61
77794,B. Escobar,ST,58,111006,55
73461,J. Hazlehurst,"CAM, CM",14,15015,55
258806,P. Komposch,CB,4,2017,67
270609,K. Lisbie,"RM, ST, RW",14,1935,59
264218,L. Ovando,ST,52,111019,61
270363,M. de Gevigney,CB,18,1932,66
264502,M. Soulas,CB,18,1447,63
268606,F. Issaka,"ST, LM",50,1962,59
213323,S. Decarli,CB,47,322,63
243284,F. Winther,CB,13,708,65
79455,S. Musah,ST,21,38,61
74348,S. Bouland,CB,34,1915,61
262514,N. Muci,ST,47,322,64
75658,A. Maamar,"RB, LM, RM",129,229,60
242826,Lee Jae Ik,"CB, LB",167,1473,63
76691,A. Brizuela,CB,58,111006,58
71828,A. Aman,"LB, CB, LM",183,112139,54
78484,M. Montag,"RB, RM",21,1825,61
266394,Kim Jeong Hyun,CM,167,2056,54
238779,J. Verlaat,CB,34,33,68
72641,R. Sălceanu,"LB, LM",39,110078,61
71369,Jang Yeong Woo,"LB, RB, LM",167,112558,58
276964,J. Robatsch,CB,4,110329,65
276461,L. Kelly-Heald,"LB, CM, LM, CDM",198,111766,58
261104,Shin Sang Eun,"RW, ST, RB, RM",167,1478,59
75527,M. Strods,"CAM, CM",28,305,54
79910,Tiago Leite,"ST, LW",38,717,64
73007,L. Szabó,ST,23,110500,65
257842,H. Asiri,"ST, RM",183,112391,56
80691,E. Faty,ST,18,1809,60
77368,L. Klimowicz,ST,52,110953,60
272709,G. Lindgren,ST,46,1938,61
79942,P. Kiedl,ST,4,780,62
228191,J. Aspropotamitis,CB,195,1474,61
214884,M. Nalepa,CB,37,110749,63
226170,E. Amor,CB,186,110980,70
75671,R. Leandersson,CM,46,112072,57
224669,Yin Hongbo,"RM, CAM, CM, RW",155,111779,54
263336,A. Akande,"LM, RM, LW",133,1935,62
80558,João Gastão,"ST, RW, RM",98,718,62
266676,M. Ylitolva,"RB, RM",17,100325,60
268468,A. Barišić,CB,8,896,72
71611,A. Soumahoro,"CB, LB, LM",18,28,64
226753,A. Onana,GK,103,436,80
270540,M. Pingot,CB,37,420,63
277454,A. Al Enazi,"RB, CM, RM",183,113057,56
74448,F. Folino,CB,27,111434,64
80080,S. Kerjota,"RW, RM",1,80,60
79321,B. Zank,ST,21,110645,60
264411,S. Swinkels,"CB, LB, LM",34,143,63
81378,Gibi,"RB, RM",45,110062,61
74222,E. Williams,CM,35,1802,54
275974,N. Ordaz,"ST, LW, RW, CAM",76,112996,66
260874,S. Radić,CB,10,1443,66
257302,R. Kumar Das,"LM, RM, ST, LW",159,114168,55
221486,D. O'Shaughnessy,CB,17,100325,64
79931,A. Hofleitner,ST,4,2015,63
79168,R. Šuta,CB,8,110752,63
76122,L. Michelbrink,CM,21,162,56
257147,R. Malone,CB,95,506,65
221323,J. Onguéné,CB,103,110078,61
72596,A. Bondhus,"LB, LM",36,1463,59
243097,Yin Congyao,"ST, CAM",155,131531,54
77978,E. Rohd,"ST, RW, LM, LW",13,1463,61
79530,Y. Njoya,"LM, LW",18,62,58
241322,Wang Qiao,"CB, RB, RM",155,131487,55
73900,J. Korte,"CDM, CM",21,531,56
80584,G. Vianello,"LB, LM",34,100646,58
80074,G. Bouhier,"CAM, LM, CM",52,111019,54
279251,L. McCabe,"CAM, CM",14,1929,55
77029,Rick,"LW, RW, LM",54,112670,61
75539,N. Edwards,"RM, LM, RW",70,111651,54
80148,J. Bergraaf,"ST, RM, RW",34,1971,61
273948,K. Oppong,CB,117,72,68
208942,P. Rozzio,CB,27,110740,65
274993,M. Wörner,"CAM, ST, CM",21,10030,56
78136,M. Schablas,"LB, RB, RW, LM",4,256,58
251451,F. Jäkel,CB,21,110500,68
262209,É. Dueñas,"CM, CDM, RB",83,698,59
72543,K. Milla,ST,103,267,58
262005,D. Galjen,ST,21,543,63
79228,J. Bosca,"CDM, CM",60,112615,55
239259,R. Bushiri,CB,110,81,68
246950,R. Astley,"CB, RB",50,180,63
76455,B. Hernández,"LW, LM",60,115536,60
80821,E. Bashi,CB,1,110908,65
278454,D. Aquino,"LM, LW",52,110395,62
236985,D. Huiban,"ST, LM, LW",39,114545,62
80064,L. Siliadin,"LB, CB, LM",18,111376,60
80068,A. Dinu,"CB, CDM",39,100759,53
276430,L. Sommer,"RB, RM",21,110678,62
78288,L. Dähler,"RB, RM",47,1715,62
276947,F. Conte,ST,118,900,63
253421,K. Ledwidge,"CB, LB, LM",25,834,60
266734,M. Tzionis,"LM, LW, RM",11,110750,64
192008,Zhang Chi,"RB, RM",155,131173,54
257303,L. Montsma,CB,34,149,65
80412,J. Powell,"LB, LM",14,1935,58
266528,G. McConnell,"CAM, RM, CM",25,1944,56
251168,N. Mujakić,CB,8,131174,67
76066,J. Engel,"CDM, CM",21,165,56
79653,M. Frunză,"CM, CDM",39,110072,54
74548,Pica,CB,45,110069,68
73572,M. Tine,"CAM, CM",136,1816,58
211556,Carlos Hernández,CB,45,1894,65
75895,D. Kottas,"CB, CDM",22,393,63
271244,M. Baaloudj,"ST, LM, LW",97,111659,62
243099,Liu Bin,"LB, LM, CB",155,111779,55
79299,L. Parduzi,"LB, LM",219,576,59
77766,S. Peña,"RW, RM",53,132375,52
76244,D. N'Guessan,ST,18,1819,61
248290,S. Sarangi,"RB, RM, CM",159,114168,55
74730,T. Agelin,"RB, LB, RM",36,1757,58
222449,Cao Haiqing,"LB, RB, LM",155,132305,58
252690,Choi Jeong Hoon,"RW, RM",167,112115,59
241195,S. Vera,"RM, RW",52,115472,59
199218,B. Hamill,CB,195,111397,65
74818,J. de Irastorza,"LB, LM",52,110093,58
276555,A. Pereira,ST,58,111329,64
70006,M. Bechikh,ST,18,1805,61
193143,Roderick Miranda,CB,38,111397,67
78212,J. Zalinsky,"RB, RM",95,113018,58
248711,A. Tchaptchet,CB,18,1805,66
279182,G. Okewoye,CM,14,149,52
260001,N. Eile,CB,46,689,67
244942,S. Guðjohnsen,ST,24,112199,64
274132,J. Goicochea,"ST, RW",59,112689,61
79831,K. Minuczyc,"CM, CAM",37,111083,53
256728,Santiago Eneme,"CAM, LW, CM",112,267,60
279005,M. Horemans,"CAM, LM, CM",7,230,58
275184,D. Ezeh,ST,17,100325,59
235258,C. Rodríguez,CB,60,112531,66
263931,D. Cashman,"LW, CAM, LM",14,110890,58
263434,F. Mansilla,"CB, LB, LM",52,112965,68
76315,S. Kingue,CB,103,111088,66
80697,Fermín García,"RW, RM",45,10846,59
244028,S. Belkahia,CB,21,110678,62
70987,B. Kalayci,"CAM, LW, ST, CM",48,111117,59
261454,M. Traoré,ST,118,1937,61
77652,P. Junior,"LW, LM",117,1788,62
234339,Park Dae Hoon,"ST, RW, LM",167,2056,59
267883,J. Ryan,"LB, RB, LM",25,1793,56
245355,U. Yazğılı,"CB, CDM, RB, CM",48,101033,65
274038,N. Oliveira,"LB, RB, RM, LM",21,543,60
234375,P. Doyle,"CDM, CM",25,1572,57
79773,R. Gschösser,CM,4,15040,54
279714,M. Njie,CB,116,112199,63
78246,K. Halvorsen,CM,36,1757,55
241318,Yang Shuai,CB,155,116360,64
269227,Álex Pastor,"CB, RB",45,573,67
80043,M. Rodríguez,CB,60,111716,64
245420,H. Qasim,"LB, CB, LM",183,112390,60
214192,J. Mena,CB,56,112992,67
238008,J. Elliott,CB,14,693,72
270279,D. Jaunegg,"CB, RB",4,15040,59
72912,R. Bozhinov,CB,9,230,61
262917,M. Dietz,"CB, CDM, CM",95,165,67
259346,G. Martins,"CDM, CM",159,113146,55
78355,O. Escobar,"RW, CAM, RM",78,111139,61
80151,N. Groen,ST,34,1971,59
270879,David Torres,"CB, LB",45,462,67
70458,L. Michal,"LM, LW",18,69,64
81470,P. Durán,"LM, CAM, LW",57,110986,58
255554,Jung Han Min,"LM, RM, ST, LW",167,982,57
80474,A. Stepien-Iwumene,CM,14,112764,54
79712,Lalramsanga,"CM, CDM",159,111629,55
275045,N. Letelier,CM,55,110975,58
270706,K. Cruise,"LB, LM",25,1572,55
269963,B. Halbouni,CB,186,101112,64
258457,K. Boma,CB,144,10020,69
252571,L. Smith,"RM, RW",42,621,62
259228,L. Cirino,"LB, LM",14,1802,58
243107,Cui Lin,"LB, RB, LM",155,110955,59
254176,A. Deneumostier,CB,59,111334,67
